artist,title,genre,lyrics,Album,release_year,Word Count,score,sentiment,filter,joy,sadness,surprise,trust,anger,disgust,anticipation,fear
One Direction,Rock Me,Pop,remember summer wanna back every night just best time life lyin beach blew playing guitar fire loud could never shut down used think better alone ever wanna under moonlight stared words whispered always believe want rock rock rock want rock rock rock want pedal heavy metal show care want rock rock rock together summer wanna roll back like pressing rewind mine never said goodbye used think better alone better alone ever wanna under moonlight stared stared words whispered always believe want rock rock rock want rock rock rock want pedal heavy metal show care want rock rock rock rock bridge again again again want again again again breakdown want rock rock rock want rock rock rock want pedal heavy metal show care care want rock rock rock rock rock want rock rock rock rock want rock rock rock rock want pedal heavy metal show care show care want rock rock rock rock,Take Me Home,2012,198,-0.25,fear,intenso,0.55,0.22,0.0,0.27,0.11,0.0,0.55,0.27
One Direction,Girl Almighty,Pop,light loud many ambulances takes save saviour woah woah woah floats room balloon some fake love made another toast girl almighty pray stay young stay made lightnin only believer there there something happening here there something happening here only believer there there something happening here hope feel feeling post down down knees down down knees knees light loud many ambulances takes save saviour woah woah woah floats room balloon some fake love made another toast girl almighty pray stay young stay made lightnin only believer there there something happening here there something happening here only believer there there something happening here hope feel feeling post down down knees knees down down knees knees,FOUR,2014,136,0.25,joy,intenso,0.26,1.0,1.0,1.0,1.0,1.0,1.0,0.76
One Direction,Better Than Words,Pop,better words more feeling crazy love dancing ceiling every time touch shook make wanna deep love knows baby know else cause words good enough there explain love know else cause words good enough explain love better words post better words better words drive crazy someone like always baby best ever hips make wanna night irreplaceable crazy crazy know else cause words good enough there explain love there explain love know else cause words good enough explain love bridge everyone tries they feels like feels like never right cause better better better interlude time better words know else know cause words good enough there explain love know else cause words good enough words good enough explain love explain love better words post better words better words,Midnight Memories,2013,160,1.0,anger,intenso,0.22,0.78,1.0,0.17,0.22,1.0,1.0,0.78
One Direction,Half a Heart,Indie,friend telling sleepin sweater stop missin friend telling doin much better because missin half bein without like wakin only half blue kinda there quite walking around shoe half heart without half best with half arrow chest cause miss everything half heart without forget said night even matter cause split could spare hour lunch river really talk through bein without like wakin only half blue well kinda there quite walking around shoe half heart without half best with half arrow chest cause miss everything half heart without post half heart without half heart without bridge though head truth lost without since then wakin only half blue only half blue kinda there quite walking around shoe half heart without half best half best with half arrow chest miss everything half heart without without without half heart without without without without without half heart without,Midnight Memories,2013,169,-1.0,sadness,neutro,0.2,0.5,0.0,0.3,0.0,0.0,0.0,0.0
One Direction,Don’t Forget Where You Belong,Pop,been places around world seen faces never knowing horizon know know know know rising back home living cases packing taking made changes forgetting horizon well know know know know moon rising back home forget belong home forget belong home ever feel alone never proof song away ages everything need flicking pages written memory feel like dreaming know know know know never leaving forget belong home forget belong home ever feel alone never proof song bridge lights even stars skies wrong short days nights long think things done matter gone always free home breakdown forget belong home forget belong forget home ever feel alone never never never never home forget belong home forget belong forget home ever feel alone never never proof song post home forget home ever feel alone never never proof song never forget song forget never forget song never,Midnight Memories,2013,172,-1.0,anticipation,intenso,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
One Direction,Wolves,Folk,hear calling hear calling feel waves getting started rush inside control your eyes keep pulling know know know your friends talking bout they chance fire burning deep soul soul soul debating taking whole world shaking middle night wolves come headed straight heart like bullet dark take down hide going without fight hear calling hear callin middle night wolves come headed straight heart come straight heart post hear calling hear calling keep holding tight cause body telling gonna starting trouble know know know just bringing demons more ever your beauty could start walk door debating taking whole world shaking middle night wolves come headed straight heart like bullet dark take down hide going without fight hear calling hear callin middle night wolves come headed straight heart come straight heart post hear calling hear calling bridge wish true whole world tryna piece heart keeps fightin battle fools gotta make through gotta make through middle night wolves come headed straight heart like bullet dark take down hide going without fight hear calling hear callin middle night wolves come headed straight heart come straight heart post hear calling hear calling,Made In The A.M.,2015,210,-1.0,fear,intenso,0.9,1.0,1.0,1.0,1.0,0.0,1.0,0.4
One Direction,Never Enough,Alternativo,wanna pull nighter something never forget wanna stay party weekend away know quit wanna drive night earth edge wanna wake baby again lips good forget name swear could give everything need love take take take need heart break break break much baby never never enough never enough never enough never enough post come come wanna pull nighter something never forget wanna stay party weekend away know quit wanna drive night earth edge wanna wake baby again lips good forget name swear could give everything need love take take take need heart break break break much baby never never enough never enough never enough never enough post come come come come bridge much never enough much never enough much never enough much much never enough much never enough much never enough much never enough never enough never never never need love take take take take need heart break break break break much baby never never enough never enough never enough need love take take take take need heart break breaking heart break break much baby never never enough never never never never never never never enough never enough never enough never enough post come come come come come come babe,Made In The A.M.,2015,227,0.42,surprise,intenso,1.0,1.0,1.0,0.81,0.0,0.0,0.4,1.0
One Direction,Long Way Down,R&B,made fire went flames sailed ocean drowned wave built cathedral never prayed walked away point return late turn around forgive struggle cause know built high falling long down long here mountain took granted spaceship land found island stranded could planned point return late turn around forgive struggling cause know built high falling long here such long here long down long down such long down long down long,Made In The A.M.,2015,79,-1.0,anticipation,intenso,0.9,1.0,0.0,0.9,1.0,0.0,1.0,0.9
One Direction,Clouds,R&B,clouds clouds know like complicated keep simple love never ever simple someday gonna things gonna want breathe gonna wish never left here again another round friends another stop ever here again another round friends another stop ever never comin back down lookin clouds post know said like complicated tired changes well love always always changing woah someday gonna things gonna want breathe gonna wish never left here again another round friends another stop ever here again another round friends another stop ever never comin back down lookin clouds bridge stop clouds ever grow clouds stop clouds ever grow here again another round friends another stop ever here again another round friends another stop ever here again stop here again another round friends here again ever grow another stop ever here here again stop another round friends another stop ever here again,FOUR,2014,162,-1.0,joy,intenso,1.0,0.0,0.0,0.27,0.0,0.0,0.27,0.0
One Direction,Moments,Folk,shut door turn light wanna wanna feel love wanna beside cannot hide even though heart beats harder time escapes trembling hands touch skin makes harder tears stream face could life could turn back time know life voice your reason love heart breathing moment time find words leave today close door throw wanna reminded wanna seen wanna without judgement clouded like tonight hands silent voice numb scream lungs makes harder tears stream face could life could turn back time know life voice your reason love heart breathing moment time find words leave today bridge flashing lights mind going back time playing games street kicking balls feet there numb toes standing close edge there pile clothes feel fall make joke know life voice your reason love heart breathing moment time time find words leave today know life voice your reason your reason love heart breathing breathing moment time find words leave today,Up All Night,2011,171,-0.32,sadness,intenso,1.0,0.25,1.0,0.0,0.12,0.21,1.0,1.0
One Direction,Ready to Run,Pop,there lightnin eyes deny then there inside sinking boat runnin time without never make alive know know alright there devil smile chasing every time turn around gaining speed there moment finally realise there change rolling tide know know fine time ready escape city follow cause wanna yours wanna mine wanna lost dark night time ready wherever place belong cause wanna free wanna young never look back ready post ready there future life foresee unless course stay course keep next there always kind criticize know know alright time ready escape city follow cause wanna yours wanna mine wanna lost dark night time ready wherever place belong cause wanna free wanna young never look back ready bridge time ready ready give everything love time ready escape city follow cause wanna yours wanna mine wanna lost dark night time ready time ready wherever place belong cause wanna free wanna young never look back ready,FOUR,2014,174,-1.0,anticipation,neutro,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0
One Direction,Spaces,Pop,gonna first start fight gonna first fall asleep night gonna last drive away gonna last forget place keep taking turns will ever learn spaces keep getting deeper harder reach even though tried spaces hold secrets leavin speechless know gonna first goodbye gonna first compromise gonna first fire gonna last drive away forgetting every single promise ever made spaces keep getting deeper harder reach even though tried spaces hold secrets leavin speechless know gonna first goodbye bridge keep taking turns will ever learn learn spaces keep getting deeper harder reach even though tried spaces hold secrets leavin speechless know gonna first goodbye post gonna first goodbye spaces spaces spaces spaces,FOUR,2014,131,-0.21,fear,neutro,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.28
One Direction,I Would,Alternativo,lately found thinking been dreaming head boyfriend thing already drives school every morning while walk alone rain kill without warning took look brain would well would would would hold feeling baby know would would would well would would would hold feeling baby know would back head kissing thought things going alright alright alright alright with sign back saying kick reality ruined life tommo feels like constantly playing game destined lose cause compete boyfriend twenty seven tattoos would well would would would hold feeling baby know would would would well would would would hold feeling baby know would post would would bridge would please would kiss would treat like would would would touch would need would love like would breakdown would well would would hold feeling baby know would would please would please would kiss would kiss would treat like would like would would touch would touch would need would need would love like would like would would well would would like would would hold feeling baby know would would would,Take Me Home,2012,191,-0.28,joy,intenso,0.2,0.11,0.12,0.11,0.11,0.1,0.13,0.12
One Direction,Little Black Dress,R&B,little black dress walked room makin heads turn stop looking right right right know little black dress come alone late late late home alright alright alright know alright alright alright know wanna move baby wanna move baby wanna move little black dress doin little black dress take more right right right know little black dress favorite song little black dress harm alright alright alright know alright alright cause take home wanna move baby wanna move baby wanna move guitar solo wanna move baby wanna move baby wanna move wanna move baby wanna move baby wanna move,Midnight Memories,2013,106,-0.54,sadness,intenso,1.0,0.47,0.0,1.0,0.0,0.0,0.0,1.0
One Direction,Something Great,Indie,come world together even lost words thought never said better together want like pictured keep imaginin come jump come bring everything much something great script written could change thing want shreds start again come world right better together tonight want like pictured keep imaginin come jump come bring everything much something great bridge want like pictured keep imaginin come jump come bring everything much something great want like pictured much something great want much hurtin want much hurtin,Midnight Memories,2013,95,-1.0,joy,neutro,0.37,0.12,0.0,0.0,0.12,0.0,0.25,0.12
One Direction,Act My Age,Pop,three four kids think joke cause move little slow dance count through cause know always understand still feel around kids think joke cause stories told tell again count cause know truly understand still feel around still feel same will bridge hardly walk hair fallin still stay till mornin throw after party still feel around still feel same will,FOUR,2014,76,-0.14,trust,intenso,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0
One Direction,Little White Lies,Alternativo,room burnin even notice cause takin mind with little white lies little white lies gettin late gettin late know stay stay tell truth like playing games your hands touching touching eyes keep saying things they sayin concentrate thinkin about keep thinkin about everythin else fades away room burnin even notice cause takin mind with little white lies little white lies good girl know would girl cause telling night with little white lies little white lies with little white lies little white lies back seat lips getting attached attached wanna make rules cool watch break tonight know want waiting long room burnin even notice cause takin mind with little white lies little white lies good girl know would girl cause telling night with little white lies little white lies with little white lies little white lies bridge know want know feel stop pretending know know just came breakdown room burnin burnin burnin even notice cause takin mind taking mind with your with little white lies little white lies little white lies good girl good girl good girl know would girl know would girl cause telling night night with your with little white lies little white lies little white lies your with little white lies little white lies,Midnight Memories,2013,227,1.0,anticipation,intenso,1.0,0.31,0.62,0.29,1.0,0.0,0.3,1.0
One Direction,Alive,Folk,mother told therapy asked doctor find wrong know wanna every girl meet control know takin going crazy contain tell said alright make feel alive look back live life even tonight said alright makes feel alive went party doctor talked girl took hand balcony whispered somethin repeat said okay worried friends would think going crazy contain asked said alright make feel alive look back live life even tonight said alright makes feel alive bridge gotta live older like nothing lose shake weight world shoulders woah nothing prove breakdown said alright make feel alive look back live life even tonight said alright make feel alive look back live life even tonight said alright makes feel alive,Midnight Memories,2013,131,-1.0,trust,intenso,0.18,1.0,0.4,1.0,1.0,0.4,0.18,1.0
One Direction,Summer Love,Pop,believe packing bags trying hard best time worst time goodbye promise gonna write promise call just promise forget cause mine summer know nearly over feels like snow september always remember post summer love always summer love wish could alone could find place hide make last time like first time push button rewind word lips look just promise remember grey cause mine summer know nearly over feels like snow september always remember post summer love always summer love bridge please make harder take further know there nothing wanna change change cause mine summer know nearly over feels like snow september always remember will remember post summer love summer love always summer love summer love always summer love always summer love,Take Me Home,2012,157,0.57,joy,intenso,0.5,0.35,0.0,1.0,0.0,0.0,1.0,1.0
One Direction,Gotta Be You,Pop,girl eyes disappointed cause foolish anointed heart tore apart girl mess made upon innocence woman world deserves asking chance fall time stop tape rewind walk away know fade cause nobody else gotta girl hear voice trembles speak resemble almost enough actions speak louder words break heard scared goin nowhere here side fears cryin walk away know fade cause nobody else gotta bridge girl more time more more more time make better more more more more time make better cause gotta gotta gotta,Up All Night,2011,105,-1.0,anticipation,neutro,0.0,1.0,1.0,0.0,1.0,1.0,0.33,0.0
One Direction,"C’mon, C’mon",Pop,came with look amazing standing alone move little closer walking show about watching night there something eyes saying dance baby music loud wanna dance baby came with didn know move hair down tell move little closer walking show about watching night there something eyes saying dance baby music loud wanna dance baby bridge every step take feel more calling lucky girl heart racing turning around reach hand watching night there something eyes saying dance baby music loud wanna dance baby dance baby,Take Me Home,2012,115,1.0,joy,intenso,0.48,1.0,0.27,1.0,0.0,0.0,0.0,0.81
One Direction,Once in a Lifetime,Alternativo,once lifetime right make mistakes even landslide riptide could take away somehow feels like nothing changed right heart beating same loud someone calling name sounds like close eyes stars align side side once lifetime right always safe even guys dark night could take away somehow feels like nothing changed right heart beating same loud someone calling name sounds like close eyes stars align side side bridge side side side once lifetime mine,FOUR,2014,89,-1.0,sadness,intenso,0.9,1.0,0.0,0.9,1.0,0.0,0.0,0.27
One Direction,Truly Madly Deeply,Indie,asleep awake somewhere between believe lying next dream perfectly entwined like branches tree twigs caught vine like days weeks months tried steal kiss sleepless nights daydreams pictured underdog finally girl ashamed tell world truly madly deeply foolishly completely falling somehow kicked walls baby always keep truly madly crazy deeply love love should coffee granola tray wake words still said tender touches show feel cool like deal wish could freeze moment frame stay like back replay keep reliving cause here tragic truth feel same heart would fall apart someone said name truly madly deeply foolishly completely falling somehow kicked walls baby always keep truly madly crazy deeply love bridge hope casualty hope leave might mean much everything everything truly madly deeply foolishly completely falling somehow kicked walls baby always keep truly madly crazy deeply love love with love love love with love love love with with,Take Me Home,2012,161,0.0,joy,intenso,0.3,1.0,0.1,1.0,1.0,0.57,0.85,0.71
One Direction,I Want,Indie,give give blow kiss take back look inside brain would find lots things clothes shoes diamond rings stuff driving insane could preoccupied different date every night word want materials know heard girls want want want crazy want want want want want want loved everythin need want accessories hold hand changed world clue know stand girls want want want crazy want want want want want want loved girls want want want crazy want want want want want want loved bridge loved wanna stay true wanna knew through would want want want love break breakdown want want want crazy want want want want want wanna loved girls want want want crazy want want want want want want loved want want want girls want want want crazy want want want loved,Up All Night,2011,161,-0.42,fear,intenso,0.11,0.25,0.55,0.55,1.0,0.0,0.55,0.27
One Direction,Last First Kiss,Pop,baby wanna know think alone thinking friends while wanna know smile thinking girl would would wanna stay wanna last baby your last first kiss wanna first wanna first take like knew wanna last baby last your last first kiss baby tell change afraid away tell wanted tell maybe gotta wait maybe mistake fool baby fool girl would would wanna stay wanna last baby your last first kiss wanna first wanna first take like knew wanna last baby last your last first kiss post your last first kiss your last first kiss your last first kiss bridge girl would would wanna stay your last first kiss wanna last baby your last first kiss wanna first wanna first take like knew wanna last baby last your last first kiss wanna last baby last your last first kiss your last first kiss wanna last baby last your last first kiss,Take Me Home,2012,193,-1.0,joy,intenso,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
One Direction,Stole My Heart,Pop,waiting girl like light shines getting shoulders mind time matter cause friends look good look better know night waiting girl like come around round round under lights tonight turned around stole heart look face fell love took minute girl steal heart tonight with look been waiting girl like weaker worlds fall ground life come head fail start think love make sound cause life waiting girl like come around under lights tonight turned around stole heart look face fell love took minute girl steal heart tonight with look been waiting girl like bridge there place would rather than right tonight ground arms around stay tonight cause there much wanna wanna under lights tonight turned around stole heart look face fell love took minute girl steal heart under lights tonight turned around stole heart look face fell love took minute girl steal heart tonight with look been waiting girl like been waiting girl like,Up All Night,2011,178,-0.31,sadness,intenso,1.0,0.32,1.0,0.88,1.0,0.0,0.88,1.0
One Direction,Change My Mind,Pop,night goodbye carry everyone gone never felt like before friends more walking towards door sure baby want stay change mind cause wanna know walkin away mine baby want stay stay night change mind lean laugh take photographs there music dance along never felt like before friends more walking towards door sure baby want stay change mind cause wanna know walkin away mine baby want stay stay night change mind post change mind bridge baby want stay change mind baby want stay change mind cause wanna know walkin away mine baby want stay stay night change mind,Take Me Home,2012,114,-1.0,fear,intenso,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4
One Direction,Taken,Pop,suddenly want somebody else tell love slept doorstep beggin chance finally moved missed along think think love breakin want cause taken really want heart like know still gets breakin want taken messin head girl best sayin there nothing impossible resist heart like finally awake beautiful mistake think think love breakin want cause taken really want heart like know still gets breakin want taken bridge thank showing underneath thank need another heartless misery think make jealous know hate hear anymore think think love breakin want cause taken really want heart like know still gets breakin breakin want taken suddenly want,Up All Night,2011,115,-1.0,joy,neutro,1.0,1.0,1.0,0.64,1.0,1.0,0.64,0.64
One Direction,I Wish,Indie,takes hand little watch eyes riddles look like walk freeze never tongue gets tied words trapped hear beat heart getting louder whenever near slow dancin tearing apart cause whenever kiss breakin wish interlude looks would does things know could time could turn back cause three little words always dying tell slow dancin tearing apart cause whenever kiss breakin wish bridge with hands waist while dance moonlight wish call later cause wanna goodnight breakdown cause slow dancing tearing apart cause slow dancin tearing apart cause whenever kiss breakin wish wish wish wish,Up All Night,2011,123,-0.14,anticipation,intenso,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0
One Direction,Heart Attack,Pop,baby sick know need take break figure voice head saying friends believe words came outta mouth tryna okay tryna alright seeing feel right like never thought hurt gettin giving heart attack looking like cause ever wanted thought would giving heart attack gettin baby gone stand dumb love songs missing thinkin about everyone telling blind messed better tryna okay tryna alright seeing feel right like never thought hurt gettin giving heart attack looking like cause ever wanted thought would giving heart attack gettin post every time look like giving heart attack builtup seeing feel right like never thought hurt never thought hurt gettin giving heart attack giving heart attack looking like cause ever wanted ever wanted thought would giving heart attack gettin post ever wanted every time look like ever wanted giving heart attack,Take Me Home,2012,173,-0.5,anger,intenso,1.0,1.0,0.4,0.0,0.28,0.2,0.18,0.28
One Direction,Change Your Ticket,Pop,watchin dressed messes head take shoulder come back still time left over hard keep secret girl leave alone hotel shades hide streets weekend promise never tell probably stay probably stay couple days come change ticket home probably stay couple days come change ticket home gone good alone probably stay couple days come change ticket home play innocent know meant said come over aren past playin hard younger hard keep secret girl leave alone hotel shades hide streets weekend promise never tell probably stay probably stay couple days come change ticket home probably stay couple days come change ticket home come change ticket gone good alone gone come change ticket home bridge take time take little time make right girl wanna goodbye probably stay probably stay couple days come change ticket home probably stay couple days couple days come change ticket home gone good alone gone come change ticket home,FOUR,2014,176,-1.0,fear,intenso,1.0,0.73,1.0,1.0,0.0,0.0,1.0,0.31
One Direction,Irresistible,Indie,make stay okay answer make stay night alright answer heartache last forever fine midnight time laughing goodbye makes lips kissable kiss unmissable your fingertips touchable eyes irresistible tried myself someone else wish knew answer know leave tonight never know answer midnight last forever dark turns light heartache flips world around falling down down down find lips kissable kiss unmissable your fingertips touchable eyes irresistible post irresistible irresistible irresistible irresistible irresistible irresistible irresistible bridge lips kiss touch fingertips things things make eyes irresistible makes lips kissable kiss unmissable your fingertips touchable eyes your eyes eyes eyes eyes eyes irresistible,Take Me Home,2012,121,-0.57,sadness,intenso,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0
One Direction,Same Mistakes,Alternativo,circles going circles dizzy makes know takes before closer maybe looking closer there discover find went wrong without blamin other think time falling behind gotta make minds else play play play games wait wait wait change take take take granted same making mistakes wake need wake maybe face make closer maybe closer stronger before make something more think time falling behind gotta make minds else play play play games wait wait wait change take take take granted same making mistakes crazy broke there nothing pray pray pray everything okay while making mistakes bridge look back look back learning then make same mistakes again play play play games mistakes wait wait wait change nothing gonna change take take take granted nothing gonna same making mistakes crazy crazy broke there nothing there nothing pray pray pray everything okay everything okay while making mistakes,Up All Night,2011,171,-0.57,anticipation,intenso,0.1,1.0,0.1,0.1,0.05,0.0,0.28,0.25
One Direction,Nobody Compares,Alternativo,pretty wasn ready hear goodbye tearing apart tearing apart tearing apart london style style together good girl tearing apart tearing apart tearing apart something stupid girl blew just tell work there gotta want like before cause ever looks good dress hurts cause know mine tonight ever makes feel like smile baby tell make right friends really worth even true world could stop moving baby even wanted nobody compares paris kiss kiss remember taste lipstick tearing heart tearing heart tearing heart something stupid girl blew just tell work there gotta want like before cause ever looks good dress hurts cause know mine tonight ever makes feel like smile baby tell make right friends really worth even true world could stop moving baby even wanted nobody compares post nobody compares bridge there gotta want like before cause ever looks good dress hurts cause know mine tonight mine tonight ever makes feel like smile baby tell make right friends really worth even true world could stop moving baby even wanted nobody compares,Take Me Home,2012,192,1.0,joy,intenso,1.0,0.0,1.0,1.0,0.0,0.0,0.17,0.0
One Direction,Illusion,Folk,tell believe love illusion thinking bout nights dangerous tricks people play eyes innocent could turn hearts breaks smoke mirrors disappearing right front believe trying deceive promise falling mistake baby illusion really heart sleeve baby illusion there magic baby illusion really lifted feet tell believe love cause illusion ever worry bout bout cards fall need tonight would never turn heart broken parts think twice looking eyes trying mislead promise falling mistake baby illusion really heart sleeve baby illusion there magic baby illusion really lifted feet tell believe love tell believe love cause illusion bridge chains throw away there trap doors gonna leave truth explain illusion baby illusion really heart sleeve baby illusion illusion there magic baby illusion illusion really lifted feet really feet tell believe love cause illusion believe love tell believe love cause illusion,FOUR,2014,164,1.0,joy,intenso,0.28,1.0,0.28,0.95,0.95,1.0,1.0,0.63
One Direction,Magic,Folk,baby over care people find they good together never gonna work baby moving fast cause know wanna girl looking like hold back cause spell know believe kiss once leave cause everything magic everything agic take pictures spread around world wanna record want everyone know baby moving fast cause know wanna girl looking like hold back cause spell know believe kiss once leave cause everything magic everything agic post everything magic bridge they good together never gonna work wanna record want everyone know builtup everything magic everything magic everything magic everything agic cause spell spell know believe believe kiss once leave leave cause everything magic everything agic magic kiss leave cause everything magic everything agic,Take Me Home,2012,137,1.0,surprise,intenso,1.0,1.0,0.26,0.48,0.0,0.0,1.0,1.0
One Direction,Back For You,Pop,whenever close eyes picture there lookin crowd everywhere watching stage your smile every face every time wake hearing goodbye baby worry coming back back back lately going crazy coming back back back never somebody before every time touch want more tell nothing gonna change ever walk away cause even though every night know goodbye baby worry coming back back back lately going crazy coming back back back bridge right back woah right back right back breakdown lately going crazy coming back coming back baby worry coming back back back woah lately going crazy crazy coming back back back right back right back right back right back right back right back right back lately going crazy coming back back back,Take Me Home,2012,141,-0.28,anticipation,intenso,0.86,0.19,1.0,1.0,1.0,0.0,1.0,0.23
One Direction,Tell Me a Lie,Alternativo,ever right matter hard tried well good fight words like knives tired break heart time tell screwed mess never listen listen tell want kiss need distance distance tell anything missing baby reason leaving tonight spare think tell well charming type little twinkle gets every time well must time reason smile keep mind take left tell screwed mess never listen listen tell want kiss need distance distance tell anything missing baby reason leaving tonight spare think tell bridge tell tell tell tell screwed mess never listen listen listen tell want kiss need distance distance tell anything missing baby reason leaving tonight tonight spare think tell tell tell tell tell,Up All Night,2011,137,-0.57,joy,intenso,0.22,0.75,0.15,0.05,0.12,0.75,0.2,0.1
One Direction,Loved You First,Alternativo,girl driving house knockin door kissing mouth holdin hand dancin dark cause loved start tears world apart because waitin time finally heart taken nothing could worse baby loved first chances coulda standin hurts most girl came close never know baby loved first girl callin phone saying never never understood love really like felt first time lookin eyes whole world falls apart because waitin time finally heart taken nothing could worse baby loved first chances coulda standin hurts most girl came close never know baby loved first bridge first touch first kiss first girl made feel like heartbreak killing loved first breakdown waitin time finally heart taken nothing could worse baby loved first chances coulda standin coulda hurts most girl came close never know baby loved first baby loved first baby loved first baby loved first,Take Me Home,2012,165,0.57,joy,intenso,0.31,1.0,1.0,0.68,1.0,0.68,1.0,0.9
One Direction,Everything About You,Alternativo,know always back girl come running running runnin matter fact girl call name coming through coming through keep comin side world matter still feel every time something want everything everything from touch baby kiss everything everything make feel like every party there nothing could point post everything everything everything everything everything everything everything like smile eyes other guys realise lovin there something laugh makes want there nothing funny laugh nothing every minute like last take real slow forget clock tick tick tickin still feel every time something want everything everything from touch baby kiss kiss everything everything make feel like every party there nothing could point post everything everything everything everything everything everything everything bridge always wanted wanted know without face wanna young want everything everything from touch baby touch baby kiss everything everything everything like every party there nothing could point post everything everything everything everything everything everything everything,Up All Night,2011,173,1.0,joy,intenso,1.0,0.28,1.0,0.85,0.0,0.0,0.28,0.28
One Direction,Na Na Na,Pop,love hate take edge brakes crawling back begging stay make breakup time hate song then request whole night long some people wrong even fight girl turn make breakup time like then like always like then like make minds cause think right wanna party till late same complain know drives insane girl make okay make break time like then like always like then like make minds cause think right bridge woah drives builtup like then like always like then like like then like always like then like woah make minds minds cause think right right,Up All Night,2011,149,-0.38,sadness,intenso,0.04,0.28,0.04,0.0,0.2,0.08,0.16,0.2
One Direction,Still the One,Pop,hello hello know while baby something really wanna know something wanna know everybody hate couldn blame cause know left alone know left alone back door lookin unsure shoulda seen before think about baby stupid lettin know still might moved girl know know still know saying much never give stupid lettin know still know still hello hello really hoping forgive keep talking begging tell wanna hear girl tell wanna hear tried start find somebody remember times words said head back door lookin unsure shoulda seen before think about baby stupid lettin know still might moved girl know know still know saying much never give stupid lettin lettin know still post know know know know bridge still still still still know saying much never give stupid lettin know still know still,Take Me Home,2012,161,-0.35,fear,intenso,1.0,0.26,0.0,0.0,1.0,1.0,0.52,0.26
Little Mix,Secret Love Song,R&B,hold street kiss dance floor wish could like like cause yours keep behind closed doors every time little more stolen moments steal curtain falls never enough obvious meant every piece fits perfectly every second every thought deep never show face know love hopeless hold street kiss dance floor wish could like like cause yours jason derulo call name like does feel same would leave ready settle down would play safe stay jason derulo girl know love hopeless jason derulo jason derulo hold street kiss dance floor wish wish could like like cause yours bridge jason derulo jason derulo nobody knows love someone baby wanna hide away tell world love making living someday breakdown jason derulo hold street kiss dance floor wish could like like cause yours yours jason derulo jason derulo hold street hold street kiss dance floor dance floor wish could like wish like wish cause cause yours love love wanna shout rooftops shout rooftops wish could like wish like cause yours like wish could like,Between Us,2015,208,-0.27,joy,intenso,0.31,0.98,1.0,1.0,0.81,0.0,1.0,0.98
Little Mix,Shout Out To My Ex,Pop,shout heard love chick hurt admit forget hope gettin better hope fakin like babe took four long years call quits forget guess thank hate tattoos baby cool sure loved anyway head babe live life life shout really quite made heart break made here look well swear never bring down shout really quite made heart break made here look well swear never never bring down deleted pics then blocked number phone took could gettin love cause livin legit legit even though broke heart baby scoop scoop snapped right back brand baby brand read lips guess thank hate yous tattoos baby cool sure loved anyway head babe live life life shout really quite made heart break made here look well swear never bring down shout really quite really quite made heart break made here look well swear never never bring down post never bring down bridge shout really quite made heart break made here look well swear never never bring down shout really quite quite made heart break made here look well swear never bring never bring down shout really quite made heart break made here look baby look well swear never never bring down never bring,Between Us,2016,232,-1.0,surprise,intenso,1.0,0.65,0.31,1.0,1.0,0.32,0.49,0.65
Little Mix,Power,Eletrônica,hold chick walk behind around town just cause packin packin whoop south mean ever gonna take lying down baby machine catching fire gasoline just cause packin packin whoop south mean ever gonna take lying down baby power make rain make make make shower know control come take wheel long forget post power power power power hold turn make look easy tick tick boom like gasoline call lamborghini cause know worth zero hundred body make stutter start engine push button cause coming first machine catching fire gasoline just cause packin packin whoop south mean ever gonna take lying down baby power make rain make make make shower know control come take wheel long forget post power power power power power power power power power bridge fooled wrapped arms animal thinking innocent wait till home baby know control breakdown motorbike motorbike motorbike motorbike bike bike bike bike bike bike bike bike bike bike whoop power make rain rain make make make shower make shower know control control come take wheel long forget long forget power woah make rain make make make shower make rain make rain know control come take wheel long forget take wheel forget post power power power cause power power power woah power baby forget power power motorbike motorbike motorbike motorbike bike bike bike bike bike bike bike bike bike bike whoop,Between Us,2016,278,-0.45,anticipation,intenso,1.0,0.0,0.0,0.12,0.12,0.12,0.33,0.83
